mSQI_t-1,mSQI_t0,mSQI_t1,PowerArm_t-1,PowerArm_t0,PowerArm_t1,PowerSternum_t-1,PowerSternum_t0,PowerSternum_t1
0,0.0452294683869295,0,0.0645089611532741,0.0582061220300575,0.0677731566731408,0.0241462701367084,0.0148008031631024,0.0176935856076303
0.0452294683869295,0,0.0580097916478894,0.0582061220300575,0.0677731566731408,0.0264809655230054,0.0148008031631024,0.0176935856076303,0.00899701167868291
0,0.0580097916478894,0.120016046603714,0.0677731566731408,0.0264809655230054,0.018912646841239,0.0176935856076303,0.00899701167868291,0.00572648993527154
0.0580097916478894,0.120016046603714,0.127795371081025,0.0264809655230054,0.018912646841239,0.0195940546526428,0.00899701167868291,0.00572648993527154,0.00645872903364487
0.120016046603714,0.127795371081025,0.0956969148015037,0.018912646841239,0.0195940546526428,0.0273530301678243,0.00572648993527154,0.00645872903364487,0.0103904841018448
0.127795371081025,0.0956969148015037,0.110450309028621,0.0195940546526428,0.0273530301678243,0.0223204984612153,0.00645872903364487,0.0103904841018448,0.0066522699841236
0.0956969148015037,0.110450309028621,0.145621579581956,0.0273530301678243,0.0223204984612153,0.0113061378971024,0.0103904841018448,0.0066522699841236,0.00517584435708705
0.110450309028621,0.145621579581956,0.142211536959118,0.0223204984612153,0.0113061378971024,0.0241139853765353,0.0066522699841236,0.00517584435708705,0.0084162096739017
0.145621579581956,0.142211536959118,0.198938146676139,0.0113061378971024,0.0241139853765353,0.00433115226522345,0.00517584435708705,0.0084162096739017,0.00580983805316375
0.142211536959118,0.198938146676139,0.205511764094359,0.0241139853765353,0.00433115226522345,0.0120837903496767,0.0084162096739017,0.00580983805316375,0.00764678195533762
0.198938146676139,0.205511764094359,0.565220289744081,0.00433115226522345,0.0120837903496767,0.00676618956047831,0.00580983805316375,0.00764678195533762,0.00454234805643515
0.205511764094359,0.565220289744081,0.187308864700912,0.0120837903496767,0.00676618956047831,0.0146921655872832,0.00764678195533762,0.00454234805643515,0.00572745862177831
0.565220289744081,0.187308864700912,0.785392746246433,0.00676618956047831,0.0146921655872832,0.0104468276271132,0.00454234805643515,0.00572745862177831,0.00470855309704011
0.187308864700912,0.785392746246433,0.169453875602392,0.0146921655872832,0.0104468276271132,0.00677142831988251,0.00572745862177831,0.00470855309704011,0.00619943104282968
0.785392746246433,0.169453875602392,0.602213720920036,0.0104468276271132,0.00677142831988251,0.0104015062584302,0.00470855309704011,0.00619943104282968,0.00718724919480863
0.169453875602392,0.602213720920036,0.202152730814585,0.00677142831988251,0.0104015062584302,0.0195056778195362,0.00619943104282968,0.00718724919480863,0.015752957082645
0.602213720920036,0.202152730814585,0,0.0104015062584302,0.0195056778195362,0.167257215198374,0.00718724919480863,0.015752957082645,0.0217706313756311
