Type;mSQI_t-1;mSQI_t0;mSQI_t1;PowerArm_t-1;PowerArm_t0;PowerArm_t1;PowerSternum_t-1;PowerSternum_t0;PowerSternum_t1
0;0;0;0.0343244612763852;0.0213493470356488;0.02053051988857;0.0265511290297765;0.00465159967305816;0.00426709113570795;0.0174955643645812
0;0;0.0343244612763852;0;0.02053051988857;0.0265511290297765;0.0184079360767073;0.00426709113570795;0.0174955643645812;0.0209503236417527
0;0.0343244612763852;0;0;0.0265511290297765;0.0184079360767073;0.0107484547529478;0.0174955643645812;0.0209503236417527;0.00440210648483323
0;0;0;0;0.0184079360767073;0.0107484547529478;0.011477497616994;0.0209503236417527;0.00440210648483323;0.00418912735812895
0;0;0;0;0.0107484547529478;0.011477497616994;0.0204430826648982;0.00440210648483323;0.00418912735812895;0.00490307622275784
0;0;0;0;0.011477497616994;0.0204430826648982;0.00996326355809193;0.00418912735812895;0.00490307622275784;0.00411126545736774
0;0;0;0;0.0204430826648982;0.00996326355809193;0.0107412689988737;0.00490307622275784;0.00411126545736774;0.00442507688215525
0;0;0;0;0.00996326355809193;0.0107412689988737;0.0073396452174686;0.00411126545736774;0.00442507688215525;0.00460335984878091
0;0;0;0;0.0107412689988737;0.0073396452174686;0.0113297499628153;0.00442507688215525;0.00460335984878091;0.00435865872592863
0;0;0;0;0.0073396452174686;0.0113297499628153;0.0102649540754815;0.00460335984878091;0.00435865872592863;0.00443461679910209
0;0;0;0.0283496355078757;0.0113297499628153;0.0102649540754815;0.020567874435943;0.00435865872592863;0.00443461679910209;0.00755706798771066
0;0;0.0283496355078757;0.0367741923102422;0.0102649540754815;0.020567874435943;0.0196290825555304;0.00443461679910209;0.00755706798771066;0.0057975965800979
0;0.0283496355078757;0.0367741923102422;0.192344216459093;0.020567874435943;0.0196290825555304;0.0035384980744108;0.00755706798771066;0.0057975965800979;0.00398319349275172
0;0.0367741923102422;0.192344216459093;0;0.0196290825555304;0.0035384980744108;0.0062192569118543;0.0057975965800979;0.00398319349275172;0.00424506368199213
0;0.192344216459093;0;0;0.0035384980744108;0.0062192569118543;0.00335112167509983;0.00398319349275172;0.00424506368199213;0.00428529931935078
0;0;0;0;0.0062192569118543;0.00335112167509983;0.0201278860714045;0.00424506368199213;0.00428529931935078;0.00665387020998035
0;0;0;0;0.00335112167509983;0.0201278860714045;0.0152156217980528;0.00428529931935078;0.00665387020998035;0.00512953024680078
0;0;0;0;0.0201278860714045;0.0152156217980528;0.0227136784788378;0.00665387020998035;0.00512953024680078;0.00693707053379031
0;0;0;0.0205941862420948;0.0152156217980528;0.0227136784788378;0.00695648847391507;0.00512953024680078;0.00693707053379031;0.00586916291867767
0;0;0.0205941862420948;0;0.0227136784788378;0.00695648847391507;0.00535902207877455;0.00693707053379031;0.00586916291867767;0.0049337787627745
0;0.0205941862420948;0;0;0.00695648847391507;0.00535902207877455;0.0116075699813306;0.00586916291867767;0.0049337787627745;0.00500233153256509
0;0;0;0;0.00535902207877455;0.0116075699813306;0.0118271533892799;0.0049337787627745;0.00500233153256509;0.00924589358566741
