mSQI_t-1,mSQI_t0,mSQI_t1,PowerArm_t-1,PowerArm_t0,PowerArm_t1,PowerSternum_t-1,PowerSternum_t0,PowerSternum_t1
0.867150443283088,0.765092055473743,0.497001996700289,0.00542120758534991,0.0326170502264533,0.0292513516718699,0.00592742467488808,0.00724935756865658,0.00743541756942768
0.765092055473743,0.497001996700289,0.972966241724256,0.0326170502264533,0.0292513516718699,0.00863387494137167,0.00724935756865658,0.00743541756942768,0.00600111521585485
0.497001996700289,0.972966241724256,0.924497305460037,0.0292513516718699,0.00863387494137167,0.00376589819262169,0.00743541756942768,0.00600111521585485,0.00523882476560226
0.972966241724256,0.924497305460037,0.146356916989965,0.00863387494137167,0.00376589819262169,0.00361270219072495,0.00600111521585485,0.00523882476560226,0.00550215535231349
0.924497305460037,0.146356916989965,0.853929255863497,0.00376589819262169,0.00361270219072495,0.00365892994662173,0.00523882476560226,0.00550215535231349,0.00520587986291812
0.146356916989965,0.853929255863497,0.167679094206333,0.00361270219072495,0.00365892994662173,0.0410194985428101,0.00550215535231349,0.00520587986291812,0.00670800070749886
0.853929255863497,0.167679094206333,0.903978926486183,0.00365892994662173,0.0410194985428101,0.0117771353694145,0.00520587986291812,0.00670800070749886,0.00532243410980943
0.167679094206333,0.903978926486183,0.974379992241655,0.0410194985428101,0.0117771353694145,0.0133540857507059,0.00670800070749886,0.00532243410980943,0.00521989416884343
0.903978926486183,0.974379992241655,0.947853501851402,0.0117771353694145,0.0133540857507059,0.00798446099301661,0.00532243410980943,0.00521989416884343,0.00533457671973993
0.974379992241655,0.947853501851402,0.896047293969939,0.0133540857507059,0.00798446099301661,0.0140246801278409,0.00521989416884343,0.00533457671973993,0.00576185176828973
0.947853501851402,0.896047293969939,0.949870925092268,0.00798446099301661,0.0140246801278409,0.00402019001842971,0.00533457671973993,0.00576185176828973,0.00555331357360576
0.896047293969939,0.949870925092268,0.936897106884339,0.0140246801278409,0.00402019001842971,0.00672089695045585,0.00576185176828973,0.00555331357360576,0.00550571361594618
0.949870925092268,0.936897106884339,0.900050054185865,0.00402019001842971,0.00672089695045585,0.00414518848947024,0.00555331357360576,0.00550571361594618,0.00577890216852221
0.936897106884339,0.900050054185865,0.928827471498444,0.00672089695045585,0.00414518848947024,0.00327587201698638,0.00550571361594618,0.00577890216852221,0.00562056360042005
0.900050054185865,0.928827471498444,0.915652591165021,0.00414518848947024,0.00327587201698638,0.00323094334912248,0.00577890216852221,0.00562056360042005,0.00534256810667429
0.928827471498444,0.915652591165021,0.948311463429452,0.00327587201698638,0.00323094334912248,0.00340653962586803,0.00562056360042005,0.00534256810667429,0.00523157021747813
0.915652591165021,0.948311463429452,0.909121269150317,0.00323094334912248,0.00340653962586803,0.00527145165777742,0.00534256810667429,0.00523157021747813,0.00632697470435784
0.948311463429452,0.909121269150317,0.906265281771925,0.00340653962586803,0.00527145165777742,0.0206901151017401,0.00523157021747813,0.00632697470435784,0.00549324919129252
0.909121269150317,0.906265281771925,0.909568482562129,0.00527145165777742,0.0206901151017401,0.0122179959143983,0.00632697470435784,0.00549324919129252,0.00509843831039641
0.906265281771925,0.909568482562129,0.930235256510481,0.0206901151017401,0.0122179959143983,0.0181573887026015,0.00549324919129252,0.00509843831039641,0.00547220845058187
0.909568482562129,0.930235256510481,0.878388421462123,0.0122179959143983,0.0181573887026015,0.0174634413612835,0.00509843831039641,0.00547220845058187,0.0058611040278929
0.930235256510481,0.878388421462123,0.948236382871035,0.0181573887026015,0.0174634413612835,0.00358485056188875,0.00547220845058187,0.0058611040278929,0.00507786469856998
0.878388421462123,0.948236382871035,0.875864019923452,0.0174634413612835,0.00358485056188875,0.0208303670869784,0.0058611040278929,0.00507786469856998,0.00677261473403002
