mSQI_t-1,mSQI_t0,mSQI_t1,PowerArm_t-1,PowerArm_t0,PowerArm_t1,PowerSternum_t-1,PowerSternum_t0,PowerSternum_t1
0.652818662562195,0.466019015937393,0.844505548853519,0.048784146161233,0.0322180354905648,0.00771958027544969,0.0106852368950247,0.0112157952188928,0.0128840350149277
0.466019015937393,0.844505548853519,0.916709843387677,0.0322180354905648,0.00771958027544969,0.0176867163898474,0.0112157952188928,0.0128840350149277,0.00722327912985416
0.844505548853519,0.916709843387677,0.905432274822801,0.00771958027544969,0.0176867163898474,0.0224736466811414,0.0128840350149277,0.00722327912985416,0.00587525708177777
0.916709843387677,0.905432274822801,0.666795629480239,0.0176867163898474,0.0224736466811414,0.0317291952405448,0.00722327912985416,0.00587525708177777,0.0164161890925359
0.905432274822801,0.666795629480239,0.783659870360125,0.0224736466811414,0.0317291952405448,0.0232920363498586,0.00587525708177777,0.0164161890925359,0.00804566043063416
0.666795629480239,0.783659870360125,0.724591621196481,0.0317291952405448,0.0232920363498586,0.024629337917987,0.0164161890925359,0.00804566043063416,0.00965694869173013
0.783659870360125,0.724591621196481,0.350563704650597,0.0232920363498586,0.024629337917987,0.0323937351737024,0.00804566043063416,0.00965694869173013,0.00762756557638997
0.724591621196481,0.350563704650597,0.535585572940516,0.024629337917987,0.0323937351737024,0.0191002115977152,0.00965694869173013,0.00762756557638997,0.0104516143468829
0.350563704650597,0.535585572940516,0.758723792060395,0.0323937351737024,0.0191002115977152,0.0217895016479944,0.00762756557638997,0.0104516143468829,0.00665515434076952
0.535585572940516,0.758723792060395,0.809192832951391,0.0191002115977152,0.0217895016479944,0.0362964161699002,0.0104516143468829,0.00665515434076952,0.0121272213493815
0.758723792060395,0.809192832951391,0.731438198703673,0.0217895016479944,0.0362964161699002,0.0279664810369096,0.00665515434076952,0.0121272213493815,0.00954517636562053
0.809192832951391,0.731438198703673,0.192598358054253,0.0362964161699002,0.0279664810369096,0.0928132052224379,0.0121272213493815,0.00954517636562053,0.0130307416743891
0.731438198703673,0.192598358054253,0.55587938252879,0.0279664810369096,0.0928132052224379,0.0317270852105669,0.00954517636562053,0.0130307416743891,0.00941402331423009
0.192598358054253,0.55587938252879,0.906125548964288,0.0928132052224379,0.0317270852105669,0.00674927830003324,0.0130307416743891,0.00941402331423009,0.0115760297801141
0.55587938252879,0.906125548964288,0.88574568565226,0.0317270852105669,0.00674927830003324,0.00640623403478018,0.00941402331423009,0.0115760297801141,0.00497498112058263
0.906125548964288,0.88574568565226,0.152004595332523,0.00674927830003324,0.00640623403478018,0.0169993038443239,0.0115760297801141,0.00497498112058263,0.00991989525576535
0.88574568565226,0.152004595332523,0.500157538684882,0.00640623403478018,0.0169993038443239,0.0203772774017595,0.00497498112058263,0.00991989525576535,0.00588498936896702
0.152004595332523,0.500157538684882,0.145777353374411,0.0169993038443239,0.0203772774017595,0.0251414918347534,0.00991989525576535,0.00588498936896702,0.0169893860255962
0.500157538684882,0.145777353374411,0.791157591550935,0.0203772774017595,0.0251414918347534,0.0199058156672406,0.00588498936896702,0.0169893860255962,0.00595680527457002
0.145777353374411,0.791157591550935,0.864810764620067,0.0251414918347534,0.0199058156672406,0.00582900623176048,0.0169893860255962,0.00595680527457002,0.00528969260202499
0.791157591550935,0.864810764620067,0.726906427032783,0.0199058156672406,0.00582900623176048,0.0360169926486646,0.00595680527457002,0.00528969260202499,0.00859859078739428
