Class;Type;mSQI_t-3;mSQI_t-2;mSQI_t-1;mSQI_t0;mSQI_t1;mSQI_t2;mSQI_t3;PowerArm_t-3;PowerArm_t-2;PowerArm_t-1;PowerArm_t0;PowerArm_t1;PowerArm_t2;PowerArm_t3;PowerSternum_t-3;PowerSternum_t-2;PowerSternum_t-1;PowerSternum_t0;PowerSternum_t1;PowerSternum_t2;PowerSternum_t3
0.93;1;0.488655892673174;0.484032664971104;0.51244465010987;0.391166614837301;0.63627648726793;0.67864671375882;0.178918371994858;0.0518781335213196;0.0416128141241322;0.0339269232191255;0.0363725940547578;0.0345942133864755;0.0330894306620416;0.0343406817752096;0.0465047829104907;0.0374252093425473;0.0366458643198382;0.0363340818014758;0.0354129525181735;0.0322435917516759;0.037141274386456
0.93;1;0.484032664971104;0.51244465010987;0.391166614837301;0.63627648726793;0.67864671375882;0.178918371994858;0.718294234127644;0.0416128141241322;0.0339269232191255;0.0363725940547578;0.0345942133864755;0.0330894306620416;0.0343406817752096;0.0369076937383148;0.0374252093425473;0.0366458643198382;0.0363340818014758;0.0354129525181735;0.0322435917516759;0.037141274386456;0.0329341523062522
0.93;1;0.51244465010987;0.391166614837301;0.63627648726793;0.67864671375882;0.178918371994858;0.718294234127644;0.878888209388784;0.0339269232191255;0.0363725940547578;0.0345942133864755;0.0330894306620416;0.0343406817752096;0.0369076937383148;0.0335847700450982;0.0366458643198382;0.0363340818014758;0.0354129525181735;0.0322435917516759;0.037141274386456;0.0329341523062522;0.0318857923725158
0.93;1;0.391166614837301;0.63627648726793;0.67864671375882;0.178918371994858;0.718294234127644;0.878888209388784;0.748860655203304;0.0363725940547578;0.0345942133864755;0.0330894306620416;0.0343406817752096;0.0369076937383148;0.0335847700450982;0.0453373174251151;0.0363340818014758;0.0354129525181735;0.0322435917516759;0.037141274386456;0.0329341523062522;0.0318857923725158;0.0396778921613337
0.93;1;0.63627648726793;0.67864671375882;0.178918371994858;0.718294234127644;0.878888209388784;0.748860655203304;0.684248138176874;0.0345942133864755;0.0330894306620416;0.0343406817752096;0.0369076937383148;0.0335847700450982;0.0453373174251151;0.043170217259227;0.0354129525181735;0.0322435917516759;0.037141274386456;0.0329341523062522;0.0318857923725158;0.0396778921613337;0.0380758759798464
0.93;1;0.67864671375882;0.178918371994858;0.718294234127644;0.878888209388784;0.748860655203304;0.684248138176874;0.202075068173446;0.0330894306620416;0.0343406817752096;0.0369076937383148;0.0335847700450982;0.0453373174251151;0.043170217259227;0.0481983249885688;0.0322435917516759;0.037141274386456;0.0329341523062522;0.0318857923725158;0.0396778921613337;0.0380758759798464;0.0469687282991535
0.93;1;0.178918371994858;0.718294234127644;0.878888209388784;0.748860655203304;0.684248138176874;0.202075068173446;0.895322829416294;0.0343406817752096;0.0369076937383148;0.0335847700450982;0.0453373174251151;0.043170217259227;0.0481983249885688;0.045764362216258;0.037141274386456;0.0329341523062522;0.0318857923725158;0.0396778921613337;0.0380758759798464;0.0469687282991535;0.0409472640034739
0.93;1;0.718294234127644;0.878888209388784;0.748860655203304;0.684248138176874;0.202075068173446;0.895322829416294;0.657187878914882;0.0369076937383148;0.0335847700450982;0.0453373174251151;0.043170217259227;0.0481983249885688;0.045764362216258;0.0509059077622987;0.0329341523062522;0.0318857923725158;0.0396778921613337;0.0380758759798464;0.0469687282991535;0.0409472640034739;0.0432813170548106
0.93;1;0.878888209388784;0.748860655203304;0.684248138176874;0.202075068173446;0.895322829416294;0.657187878914882;0.791212464167859;0.0335847700450982;0.0453373174251151;0.043170217259227;0.0481983249885688;0.045764362216258;0.0509059077622987;0.0440297930171787;0.0318857923725158;0.0396778921613337;0.0380758759798464;0.0469687282991535;0.0409472640034739;0.0432813170548106;0.0387061838866438
0.93;1;0.748860655203304;0.684248138176874;0.202075068173446;0.895322829416294;0.657187878914882;0.791212464167859;0.818341390190956;0.0453373174251151;0.043170217259227;0.0481983249885688;0.045764362216258;0.0509059077622987;0.0440297930171787;0.0537357242684765;0.0396778921613337;0.0380758759798464;0.0469687282991535;0.0409472640034739;0.0432813170548106;0.0387061838866438;0.050372742176146
0.93;1;0.684248138176874;0.202075068173446;0.895322829416294;0.657187878914882;0.791212464167859;0.818341390190956;0.54614450589819;0.043170217259227;0.0481983249885688;0.045764362216258;0.0509059077622987;0.0440297930171787;0.0537357242684765;0.0417768181072002;0.0380758759798464;0.0469687282991535;0.0409472640034739;0.0432813170548106;0.0387061838866438;0.050372742176146;0.0393846953018875
0.93;1;0.202075068173446;0.895322829416294;0.657187878914882;0.791212464167859;0.818341390190956;0.54614450589819;0.12469386103842;0.0481983249885688;0.045764362216258;0.0509059077622987;0.0440297930171787;0.0537357242684765;0.0417768181072002;0.033200268753397;0.0469687282991535;0.0409472640034739;0.0432813170548106;0.0387061838866438;0.050372742176146;0.0393846953018875;0.0352439384406423
0.93;1;0.895322829416294;0.657187878914882;0.791212464167859;0.818341390190956;0.54614450589819;0.12469386103842;0.866579651988842;0.045764362216258;0.0509059077622987;0.0440297930171787;0.0537357242684765;0.0417768181072002;0.033200268753397;0.0271525134272511;0.0409472640034739;0.0432813170548106;0.0387061838866438;0.050372742176146;0.0393846953018875;0.0352439384406423;0.0271745133312185
0.93;1;0.657187878914882;0.791212464167859;0.818341390190956;0.54614450589819;0.12469386103842;0.866579651988842;0.142919498039831;0.0509059077622987;0.0440297930171787;0.0537357242684765;0.0417768181072002;0.033200268753397;0.0271525134272511;0.0325721559983909;0.0432813170548106;0.0387061838866438;0.050372742176146;0.0393846953018875;0.0352439384406423;0.0271745133312185;0.0351952454576124
0.93;1;0.791212464167859;0.818341390190956;0.54614450589819;0.12469386103842;0.866579651988842;0.142919498039831;0.850468688365197;0.0440297930171787;0.0537357242684765;0.0417768181072002;0.033200268753397;0.0271525134272511;0.0325721559983909;0.0293358976417278;0.0387061838866438;0.050372742176146;0.0393846953018875;0.0352439384406423;0.0271745133312185;0.0351952454576124;0.0279585662375466
0.93;1;0.818341390190956;0.54614450589819;0.12469386103842;0.866579651988842;0.142919498039831;0.850468688365197;0.858513750997827;0.0537357242684765;0.0417768181072002;0.033200268753397;0.0271525134272511;0.0325721559983909;0.0293358976417278;0.0241705022589729;0.050372742176146;0.0393846953018875;0.0352439384406423;0.0271745133312185;0.0351952454576124;0.0279585662375466;0.0248789628665455
0.93;1;0.54614450589819;0.12469386103842;0.866579651988842;0.142919498039831;0.850468688365197;0.858513750997827;0.623760542929285;0.0417768181072002;0.033200268753397;0.0271525134272511;0.0325721559983909;0.0293358976417278;0.0241705022589729;0.0316206412724545;0.0393846953018875;0.0352439384406423;0.0271745133312185;0.0351952454576124;0.0279585662375466;0.0248789628665455;0.0339692194860278
0.93;1;0.12469386103842;0.866579651988842;0.142919498039831;0.850468688365197;0.858513750997827;0.623760542929285;0.714997133084756;0.033200268753397;0.0271525134272511;0.0325721559983909;0.0293358976417278;0.0241705022589729;0.0316206412724545;0.0288198224090905;0.0352439384406423;0.0271745133312185;0.0351952454576124;0.0279585662375466;0.0248789628665455;0.0339692194860278;0.0274558316095613
0.93;1;0.866579651988842;0.142919498039831;0.850468688365197;0.858513750997827;0.623760542929285;0.714997133084756;0.503738777927619;0.0271525134272511;0.0325721559983909;0.0293358976417278;0.0241705022589729;0.0316206412724545;0.0288198224090905;0.0285663828463978;0.0271745133312185;0.0351952454576124;0.0279585662375466;0.0248789628665455;0.0339692194860278;0.0274558316095613;0.0281423546419923
0.93;1;0.142919498039831;0.850468688365197;0.858513750997827;0.623760542929285;0.714997133084756;0.503738777927619;0.792403576289608;0.0325721559983909;0.0293358976417278;0.0241705022589729;0.0316206412724545;0.0288198224090905;0.0285663828463978;0.0467309639273596;0.0351952454576124;0.0279585662375466;0.0248789628665455;0.0339692194860278;0.0274558316095613;0.0281423546419923;0.045242071297293
0.87;1;0.793300226330682;0.79321652020861;0.793618909250951;0.793503204452656;0.809927880583868;0.793552088630834;0.816068621465964;0.00275041568772029;0.00277900310609651;0.00277566391603173;0.00291914877592421;0.00278669817435549;0.00280581973583408;0.00276775058080155;0.00351896562595438;0.00361185534446954;0.00364098021465272;0.00359533280386977;0.00363606060729411;0.00358394037751256;0.00349636369468085
0.87;1;0.79321652020861;0.793618909250951;0.793503204452656;0.809927880583868;0.793552088630834;0.816068621465964;0.793659880094381;0.00277900310609651;0.00277566391603173;0.00291914877592421;0.00278669817435549;0.00280581973583408;0.00276775058080155;0.00278523137002849;0.00361185534446954;0.00364098021465272;0.00359533280386977;0.00363606060729411;0.00358394037751256;0.00349636369468085;0.00351893938285309
0.87;1;0.793618909250951;0.793503204452656;0.809927880583868;0.793552088630834;0.816068621465964;0.793659880094381;0.801110887002036;0.00277566391603173;0.00291914877592421;0.00278669817435549;0.00280581973583408;0.00276775058080155;0.00278523137002849;0.00274680521797987;0.00364098021465272;0.00359533280386977;0.00363606060729411;0.00358394037751256;0.00349636369468085;0.00351893938285309;0.00355082560149911
0.87;1;0.793503204452656;0.809927880583868;0.793552088630834;0.816068621465964;0.793659880094381;0.801110887002036;0.795332793976132;0.00291914877592421;0.00278669817435549;0.00280581973583408;0.00276775058080155;0.00278523137002849;0.00274680521797987;0.00376484815895532;0.00359533280386977;0.00363606060729411;0.00358394037751256;0.00349636369468085;0.00351893938285309;0.00355082560149911;0.00351132104865702
0.87;1;0.809927880583868;0.793552088630834;0.816068621465964;0.793659880094381;0.801110887002036;0.795332793976132;0.046014558658519;0.00278669817435549;0.00280581973583408;0.00276775058080155;0.00278523137002849;0.00274680521797987;0.00376484815895532;0.0403683134309725;0.00363606060729411;0.00358394037751256;0.00349636369468085;0.00351893938285309;0.00355082560149911;0.00351132104865702;0.0250515081092432
0.87;1;0.793552088630834;0.816068621465964;0.793659880094381;0.801110887002036;0.795332793976132;0.046014558658519;0.562976210141966;0.00280581973583408;0.00276775058080155;0.00278523137002849;0.00274680521797987;0.00376484815895532;0.0403683134309725;0.0324459955956983;0.00358394037751256;0.00349636369468085;0.00351893938285309;0.00355082560149911;0.00351132104865702;0.0250515081092432;0.0411024805418705
0.87;1;0.816068621465964;0.793659880094381;0.801110887002036;0.795332793976132;0.046014558658519;0.562976210141966;0.441050672701021;0.00276775058080155;0.00278523137002849;0.00274680521797987;0.00376484815895532;0.0403683134309725;0.0324459955956983;0.0308896789051777;0.00349636369468085;0.00351893938285309;0.00355082560149911;0.00351132104865702;0.0250515081092432;0.0411024805418705;0.03629313136791
0.87;1;0.793659880094381;0.801110887002036;0.795332793976132;0.046014558658519;0.562976210141966;0.441050672701021;0.776915899984642;0.00278523137002849;0.00274680521797987;0.00376484815895532;0.0403683134309725;0.0324459955956983;0.0308896789051777;0.0348865180793459;0.00351893938285309;0.00355082560149911;0.00351132104865702;0.0250515081092432;0.0411024805418705;0.03629313136791;0.038601456240432
0.87;1;0.801110887002036;0.795332793976132;0.046014558658519;0.562976210141966;0.441050672701021;0.776915899984642;0.66910415930081;0.00274680521797987;0.00376484815895532;0.0403683134309725;0.0324459955956983;0.0308896789051777;0.0348865180793459;0.0283717565409512;0.00355082560149911;0.00351132104865702;0.0250515081092432;0.0411024805418705;0.03629313136791;0.038601456240432;0.0376087208450533
0.87;1;0.795332793976132;0.046014558658519;0.562976210141966;0.441050672701021;0.776915899984642;0.66910415930081;0.517538690386448;0.00376484815895532;0.0403683134309725;0.0324459955956983;0.0308896789051777;0.0348865180793459;0.0283717565409512;0.0302508536682516;0.00351132104865702;0.0250515081092432;0.0411024805418705;0.03629313136791;0.038601456240432;0.0376087208450533;0.0381829488335597
0.87;1;0.046014558658519;0.562976210141966;0.441050672701021;0.776915899984642;0.66910415930081;0.517538690386448;0.662692966331244;0.0403683134309725;0.0324459955956983;0.0308896789051777;0.0348865180793459;0.0283717565409512;0.0302508536682516;0.0331786508639912;0.0250515081092432;0.0411024805418705;0.03629313136791;0.038601456240432;0.0376087208450533;0.0381829488335597;0.0401014046997191
0.87;1;0.562976210141966;0.441050672701021;0.776915899984642;0.66910415930081;0.517538690386448;0.662692966331244;0.560177960562956;0.0324459955956983;0.0308896789051777;0.0348865180793459;0.0283717565409512;0.0302508536682516;0.0331786508639912;0.0291693469923659;0.0411024805418705;0.03629313136791;0.038601456240432;0.0376087208450533;0.0381829488335597;0.0401014046997191;0.0317563754685734
0.87;1;0.441050672701021;0.776915899984642;0.66910415930081;0.517538690386448;0.662692966331244;0.560177960562956;0.722375143376639;0.0308896789051777;0.0348865180793459;0.0283717565409512;0.0302508536682516;0.0331786508639912;0.0291693469923659;0.0305439500859176;0.03629313136791;0.038601456240432;0.0376087208450533;0.0381829488335597;0.0401014046997191;0.0317563754685734;0.0345528783308524
0.87;1;0.776915899984642;0.66910415930081;0.517538690386448;0.662692966331244;0.560177960562956;0.722375143376639;0.708670021948945;0.0348865180793459;0.0283717565409512;0.0302508536682516;0.0331786508639912;0.0291693469923659;0.0305439500859176;0.0229765678047161;0.038601456240432;0.0376087208450533;0.0381829488335597;0.0401014046997191;0.0317563754685734;0.0345528783308524;0.0238526071360052
0.87;1;0.66910415930081;0.517538690386448;0.662692966331244;0.560177960562956;0.722375143376639;0.708670021948945;0.812174928069389;0.0283717565409512;0.0302508536682516;0.0331786508639912;0.0291693469923659;0.0305439500859176;0.0229765678047161;0.0307483953040646;0.0376087208450533;0.0381829488335597;0.0401014046997191;0.0317563754685734;0.0345528783308524;0.0238526071360052;0.0332191667720018
0.87;1;0.517538690386448;0.662692966331244;0.560177960562956;0.722375143376639;0.708670021948945;0.812174928069389;0.731966852208355;0.0302508536682516;0.0331786508639912;0.0291693469923659;0.0305439500859176;0.0229765678047161;0.0307483953040646;0.0276857655178022;0.0381829488335597;0.0401014046997191;0.0317563754685734;0.0345528783308524;0.0238526071360052;0.0332191667720018;0.0290476809143254
0.87;1;0.662692966331244;0.560177960562956;0.722375143376639;0.708670021948945;0.812174928069389;0.731966852208355;0.736545679703958;0.0331786508639912;0.0291693469923659;0.0305439500859176;0.0229765678047161;0.0307483953040646;0.0276857655178022;0.0196675469487984;0.0401014046997191;0.0317563754685734;0.0345528783308524;0.0238526071360052;0.0332191667720018;0.0290476809143254;0.0230282063957403
0.87;1;0.560177960562956;0.722375143376639;0.708670021948945;0.812174928069389;0.731966852208355;0.736545679703958;0.792143891634631;0.0291693469923659;0.0305439500859176;0.0229765678047161;0.0307483953040646;0.0276857655178022;0.0196675469487984;0.0295030019739561;0.0317563754685734;0.0345528783308524;0.0238526071360052;0.0332191667720018;0.0290476809143254;0.0230282063957403;0.0378181284722879
0.87;1;0.722375143376639;0.708670021948945;0.812174928069389;0.731966852208355;0.736545679703958;0.792143891634631;0.704219113831634;0.0305439500859176;0.0229765678047161;0.0307483953040646;0.0276857655178022;0.0196675469487984;0.0295030019739561;0.0302573339572597;0.0345528783308524;0.0238526071360052;0.0332191667720018;0.0290476809143254;0.0230282063957403;0.0378181284722879;0.0358933215939267
0.87;1;0.708670021948945;0.812174928069389;0.731966852208355;0.736545679703958;0.792143891634631;0.704219113831634;0.816767627085405;0.0229765678047161;0.0307483953040646;0.0276857655178022;0.0196675469487984;0.0295030019739561;0.0302573339572597;0.0259396070847986;0.0238526071360052;0.0332191667720018;0.0290476809143254;0.0230282063957403;0.0378181284722879;0.0358933215939267;0.0315643680667319
0.87;1;0.812174928069389;0.731966852208355;0.736545679703958;0.792143891634631;0.704219113831634;0.816767627085405;0.873873419532053;0.0307483953040646;0.0276857655178022;0.0196675469487984;0.0295030019739561;0.0302573339572597;0.0259396070847986;0.0235906876704348;0.0332191667720018;0.0290476809143254;0.0230282063957403;0.0378181284722879;0.0358933215939267;0.0315643680667319;0.0294289858444297
0.87;1;0.731966852208355;0.736545679703958;0.792143891634631;0.704219113831634;0.816767627085405;0.873873419532053;0.803431205848679;0.0276857655178022;0.0196675469487984;0.0295030019739561;0.0302573339572597;0.0259396070847986;0.0235906876704348;0.0218989977665123;0.0290476809143254;0.0230282063957403;0.0378181284722879;0.0358933215939267;0.0315643680667319;0.0294289858444297;0.0261652751061104
0.87;1;0.736545679703958;0.792143891634631;0.704219113831634;0.816767627085405;0.873873419532053;0.803431205848679;0.739223210982813;0.0196675469487984;0.0295030019739561;0.0302573339572597;0.0259396070847986;0.0235906876704348;0.0218989977665123;0.0233325881736328;0.0230282063957403;0.0378181284722879;0.0358933215939267;0.0315643680667319;0.0294289858444297;0.0261652751061104;0.0283347332963119
0.87;1;0.792143891634631;0.704219113831634;0.816767627085405;0.873873419532053;0.803431205848679;0.739223210982813;0.170994310443457;0.0295030019739561;0.0302573339572597;0.0259396070847986;0.0235906876704348;0.0218989977665123;0.0233325881736328;0.0271893897176711;0.0378181284722879;0.0358933215939267;0.0315643680667319;0.0294289858444297;0.0261652751061104;0.0283347332963119;0.0307054183722245
0.87;1;0.704219113831634;0.816767627085405;0.873873419532053;0.803431205848679;0.739223210982813;0.170994310443457;0.780887990793338;0.0302573339572597;0.0259396070847986;0.0235906876704348;0.0218989977665123;0.0233325881736328;0.0271893897176711;0.0284544465166393;0.0358933215939267;0.0315643680667319;0.0294289858444297;0.0261652751061104;0.0283347332963119;0.0307054183722245;0.032753285453961
0.87;1;0.816767627085405;0.873873419532053;0.803431205848679;0.739223210982813;0.170994310443457;0.780887990793338;0.663911664173216;0.0259396070847986;0.0235906876704348;0.0218989977665123;0.0233325881736328;0.0271893897176711;0.0284544465166393;0.0284582701415146;0.0315643680667319;0.0294289858444297;0.0261652751061104;0.0283347332963119;0.0307054183722245;0.032753285453961;0.0326915352788045
0.87;1;0.873873419532053;0.803431205848679;0.739223210982813;0.170994310443457;0.780887990793338;0.663911664173216;0.52482958872596;0.0235906876704348;0.0218989977665123;0.0233325881736328;0.0271893897176711;0.0284544465166393;0.0284582701415146;0.0213918931356559;0.0294289858444297;0.0261652751061104;0.0283347332963119;0.0307054183722245;0.032753285453961;0.0326915352788045;0.0239712402833204
0.87;1;0.803431205848679;0.739223210982813;0.170994310443457;0.780887990793338;0.663911664173216;0.52482958872596;0.657899273020451;0.0218989977665123;0.0233325881736328;0.0271893897176711;0.0284544465166393;0.0284582701415146;0.0213918931356559;0.0284777502440833;0.0261652751061104;0.0283347332963119;0.0307054183722245;0.032753285453961;0.0326915352788045;0.0239712402833204;0.0348429495988639
0.87;1;0.739223210982813;0.170994310443457;0.780887990793338;0.663911664173216;0.52482958872596;0.657899273020451;0.407229733226612;0.0233325881736328;0.0271893897176711;0.0284544465166393;0.0284582701415146;0.0213918931356559;0.0284777502440833;0.0244584395083725;0.0283347332963119;0.0307054183722245;0.032753285453961;0.0326915352788045;0.0239712402833204;0.0348429495988639;0.0256827854719786
0.87;1;0.170994310443457;0.780887990793338;0.663911664173216;0.52482958872596;0.657899273020451;0.407229733226612;0.789470353031447;0.0271893897176711;0.0284544465166393;0.0284582701415146;0.0213918931356559;0.0284777502440833;0.0244584395083725;0.02458671172785;0.0307054183722245;0.032753285453961;0.0326915352788045;0.0239712402833204;0.0348429495988639;0.0256827854719786;0.0297646143615381
0.87;1;0.780887990793338;0.663911664173216;0.52482958872596;0.657899273020451;0.407229733226612;0.789470353031447;0.69855658728934;0.0284544465166393;0.0284582701415146;0.0213918931356559;0.0284777502440833;0.0244584395083725;0.02458671172785;0.0215281366050422;0.032753285453961;0.0326915352788045;0.0239712402833204;0.0348429495988639;0.0256827854719786;0.0297646143615381;0.0244347332610299
0.87;1;0.663911664173216;0.52482958872596;0.657899273020451;0.407229733226612;0.789470353031447;0.69855658728934;0.730433109211261;0.0284582701415146;0.0213918931356559;0.0284777502440833;0.0244584395083725;0.02458671172785;0.0215281366050422;0.0241610688679212;0.0326915352788045;0.0239712402833204;0.0348429495988639;0.0256827854719786;0.0297646143615381;0.0244347332610299;0.027669467350538
0.87;1;0.52482958872596;0.657899273020451;0.407229733226612;0.789470353031447;0.69855658728934;0.730433109211261;0.839764637245952;0.0213918931356559;0.0284777502440833;0.0244584395083725;0.02458671172785;0.0215281366050422;0.0241610688679212;0.0200428430066613;0.0239712402833204;0.0348429495988639;0.0256827854719786;0.0297646143615381;0.0244347332610299;0.027669467350538;0.0198637285828121
0.87;1;0.657899273020451;0.407229733226612;0.789470353031447;0.69855658728934;0.730433109211261;0.839764637245952;0.743926316692967;0.0284777502440833;0.0244584395083725;0.02458671172785;0.0215281366050422;0.0241610688679212;0.0200428430066613;0.0250720579885988;0.0348429495988639;0.0256827854719786;0.0297646143615381;0.0244347332610299;0.027669467350538;0.0198637285828121;0.0275541734610518
0.87;1;0.407229733226612;0.789470353031447;0.69855658728934;0.730433109211261;0.839764637245952;0.743926316692967;0.597581255562841;0.0244584395083725;0.02458671172785;0.0215281366050422;0.0241610688679212;0.0200428430066613;0.0250720579885988;0.0260690654565658;0.0256827854719786;0.0297646143615381;0.0244347332610299;0.027669467350538;0.0198637285828121;0.0275541734610518;0.0260440658390668
