mSQI_t-1,mSQI_t0,mSQI_t1,PowerArm_t-1,PowerArm_t0,PowerArm_t1,PowerSternum_t-1,PowerSternum_t0,PowerSternum_t1
0,0,0,0.043148962737454,0.0617816385132501,0.0994331935761906,0.0193096605170299,0.0144034018986599,0.0595345966672244
0,0,0,0.0617816385132501,0.0994331935761906,0.0965376174532795,0.0144034018986599,0.0595345966672244,0.0561256183470946
0,0,0,0.0994331935761906,0.0965376174532795,0.0789098445741778,0.0595345966672244,0.0561256183470946,0.0412804602425267
0,0,0,0.0965376174532795,0.0789098445741778,0.0679578530795666,0.0561256183470946,0.0412804602425267,0.0193141552130126
0,0,0,0.0789098445741778,0.0679578530795666,0.051135988049548,0.0412804602425267,0.0193141552130126,0.0300457803524849
0,0,0.118231986442177,0.0679578530795666,0.051135988049548,0.023138695374513,0.0193141552130126,0.0300457803524849,0.0112783123251476
0,0.118231986442177,0.147721480966183,0.051135988049548,0.023138695374513,0.0179961577659305,0.0300457803524849,0.0112783123251476,0.0375504235838697
0.118231986442177,0.147721480966183,0.212165086642521,0.023138695374513,0.0179961577659305,0.0103322060236292,0.0112783123251476,0.0375504235838697,0.00698985708071158
0.147721480966183,0.212165086642521,0,0.0179961577659305,0.0103322060236292,0.0687450474552526,0.0375504235838697,0.00698985708071158,0.063982578674807
0.212165086642521,0,0,0.0103322060236292,0.0687450474552526,0.0618708696575854,0.00698985708071158,0.063982578674807,0.031118167941511
0,0,0,0.0687450474552526,0.0618708696575854,0.0296776335859968,0.063982578674807,0.031118167941511,0.0138648209642147
0,0,0,0.0618708696575854,0.0296776335859968,0.0793899950715291,0.031118167941511,0.0138648209642147,0.0217621284125328
0,0,0,0.0296776335859968,0.0793899950715291,0.059451310217324,0.0138648209642147,0.0217621284125328,0.049146059776041
0,0,0,0.0793899950715291,0.059451310217324,0.0433574333288832,0.0217621284125328,0.049146059776041,0.102166534011081
0,0,0,0.059451310217324,0.0433574333288832,0.0340863116041616,0.049146059776041,0.102166534011081,0.0933525093828698
0,0,0,0.0433574333288832,0.0340863116041616,0.0390776439439382,0.102166534011081,0.0933525093828698,0.0588720970583313
0,0,0,0.0340863116041616,0.0390776439439382,0.0364554785427447,0.0933525093828698,0.0588720970583313,0.078149986362611
0,0,0,0.0390776439439382,0.0364554785427447,0.032143523597885,0.0588720970583313,0.078149986362611,0.0995732260214558
0,0,0,0.0364554785427447,0.032143523597885,0.0293694867514285,0.078149986362611,0.0995732260214558,0.106865978892311
0,0,0,0.032143523597885,0.0293694867514285,0.019911835779037,0.0995732260214558,0.106865978892311,0.0601866533586068
0,0,0,0.0293694867514285,0.019911835779037,0.0204085590485457,0.106865978892311,0.0601866533586068,0.0593643318966879
0,0,0.183011939238557,0.019911835779037,0.0204085590485457,0.0122134404400022,0.0601866533586068,0.0593643318966879,0.0180417367389458
0,0.183011939238557,0.668667379620668,0.0204085590485457,0.0122134404400022,0.00727925616814931,0.0593643318966879,0.0180417367389458,0.00941697614775476
0.183011939238557,0.668667379620668,0.203167420364568,0.0122134404400022,0.00727925616814931,0.00842651874482016,0.0180417367389458,0.00941697614775476,0.010980305585174
0.668667379620668,0.203167420364568,0.805652862317539,0.00727925616814931,0.00842651874482016,0.0102172227172563,0.00941697614775476,0.010980305585174,0.0109264530144094
0.203167420364568,0.805652862317539,0.108836009752379,0.00842651874482016,0.0102172227172563,0.0167936471736179,0.010980305585174,0.0109264530144094,0.0219525723698195
0.805652862317539,0.108836009752379,0.857307014527156,0.0102172227172563,0.0167936471736179,0.00915144346942951,0.0109264530144094,0.0219525723698195,0.0111229387399981
0.108836009752379,0.857307014527156,0.614168364903363,0.0167936471736179,0.00915144346942951,0.00811767419210408,0.0219525723698195,0.0111229387399981,0.0123358808996116
0.857307014527156,0.614168364903363,0,0.00915144346942951,0.00811767419210408,0.0266322691335601,0.0111229387399981,0.0123358808996116,0.032886661295421
0.614168364903363,0,0.193208719867114,0.00811767419210408,0.0266322691335601,0.00764024204863358,0.0123358808996116,0.032886661295421,0.0119289724491356
0,0.193208719867114,0.173876266321535,0.0266322691335601,0.00764024204863358,0.0111366799505452,0.032886661295421,0.0119289724491356,0.0155704370240978
0.193208719867114,0.173876266321535,0.851433898576808,0.00764024204863358,0.0111366799505452,0.00445118956141544,0.0119289724491356,0.0155704370240978,0.0400504558930549
0.173876266321535,0.851433898576808,0,0.0111366799505452,0.00445118956141544,0.0371316559722172,0.0155704370240978,0.0400504558930549,0.0486714812550801
0.851433898576808,0,0,0.00445118956141544,0.0371316559722172,0.0309948789174777,0.0400504558930549,0.0486714812550801,0.0405582058994687
0,0,0,0.0371316559722172,0.0309948789174777,0.027380535863084,0.0486714812550801,0.0405582058994687,0.0195824102557334
